ID_Terreno,Nodos,Superficie (m²),Precio (€)
56baed07-33f0-4370-9c63-a3389f121b0e,"[[40.501881, -3.81666], [40.590472, -3.812789], [40.371394, -3.680569], [40.50345, -3.605874]]",1475,245711
a32d8439-b0d9-4828-ac15-9101924cc612,"[[40.395509, -3.6742239999999997], [40.312695, -3.830912], [40.580033, -3.667068], [40.515508, -3.637269]]",4401,164975
106cb0a3-093e-4c6c-9a8c-0e5edeb62385,"[[40.640239, -3.7112], [40.369803, -3.852916], [40.575065, -3.805351], [40.454597, -3.720571]]",1758,401013
880926f2-d32d-49bf-9adf-22ab952fc0fa,"[[40.391295, -3.870524], [40.324709, -3.829027], [40.640996, -3.827352], [40.513145, -3.749214]]",896,474262
63a4d61d-6c70-4838-8367-8e9b01de9a31,"[[40.351186, -3.665166], [40.493939, -3.679484], [40.550051, -3.6906], [40.335981, -3.587567]]",4461,375244
b9c4e420-f78b-4c9e-897a-3ad7c138dc93,"[[40.594332, -3.839303], [40.34655, -3.618935], [40.401702, -3.81425], [40.373076, -3.777181]]",546,364627
4853654f-2011-4f10-8503-6595496c6649,"[[40.583319, -3.559436], [40.488745, -3.609173], [40.320763, -3.6568069999999997], [40.392444, -3.8722659999999998]]",2786,481187
69dd0b35-5e33-469e-b9a8-b1b9aa9639c5,"[[40.349639, -3.8633509999999998], [40.469783, -3.558262], [40.335004, -3.841819], [40.33315, -3.731769]]",2620,322867
c1ec74ef-ba43-40a1-b4da-92fad83bd405,"[[40.429877, -3.786625], [40.429813, -3.853599], [40.541266, -3.858024], [40.632026, -3.7765589999999998]]",3608,484533
e43bfc9e-77b6-49c6-8c60-10ea08eda1c3,"[[40.597127, -3.863532], [40.478504, -3.594869], [40.567135, -3.7949100000000002], [40.327804, -3.726779]]",873,252914
d0d0e860-a89e-4ebc-b980-90c7a256c2ba,"[[40.410486, -3.819868], [40.602705, -3.868608], [40.338744, -3.622148], [40.462857, -3.764906]]",2898,235549
fb6caefb-eb77-4fc1-b118-34f917dbedc2,"[[40.349536, -3.667014], [40.350566, -3.583923], [40.548657, -3.601938], [40.397353, -3.611462]]",2817,371317
0138fe30-b2b0-4be1-b919-48550f70af07,"[[40.401703, -3.65242], [40.396469, -3.560303], [40.542097, -3.738901], [40.499349, -3.753719]]",1331,115622
88bebe12-890f-4a33-8455-2d3aa109c6c7,"[[40.53335, -3.75863], [40.628944, -3.87833], [40.536601, -3.653462], [40.314909, -3.587312]]",2927,329239
40e86478-f213-4810-950d-8020cc412cbd,"[[40.456691, -3.721696], [40.334158, -3.858324], [40.427516, -3.837939], [40.633923, -3.67406]]",4566,396593
73fca834-3cdf-498e-800d-21859da51dcc,"[[40.363963, -3.78512], [40.457951, -3.851048], [40.318697, -3.785012], [40.569003, -3.631078]]",3951,158769
c8c0af94-3294-40cf-9648-c9e4e9d8967c,"[[40.366134, -3.68164], [40.510653, -3.782571], [40.376231, -3.867375], [40.580313, -3.617711]]",1009,260311
d176645f-bfc0-46fc-8fd1-ca86ebd0d605,"[[40.481238, -3.714334], [40.324366, -3.740941], [40.579585, -3.8246539999999998], [40.359608, -3.777611]]",2127,119194
9513f5b1-da7c-4728-872b-a5f985b2fd4c,"[[40.524365, -3.755948], [40.32139, -3.8492949999999997], [40.423005, -3.756919], [40.540583, -3.632333]]",4519,417685
661f4196-eb52-4ae5-9ade-cbe059a5798c,"[[40.597208, -3.604267], [40.352251, -3.875229], [40.448264, -3.816494], [40.389054, -3.730178]]",2965,141492
64f800dc-6fe2-498c-90ed-c8e052de448f,"[[40.410554, -3.648504], [40.43725, -3.6970989999999997], [40.441404, -3.653223], [40.632483, -3.565092]]",2941,263844
2d828bf0-f0a5-42a0-8afa-1ecc3859d65c,"[[40.344285, -3.852537], [40.568656, -3.80635], [40.356911, -3.685714], [40.553426, -3.798767]]",733,285365
4d4a4473-b08d-4423-9a26-a841c983d4a7,"[[40.629411, -3.668961], [40.482184, -3.645424], [40.355115, -3.649825], [40.474378, -3.855305]]",2011,438493
ab43f6c1-6eae-4611-b14e-3e7afa906d7f,"[[40.59003, -3.670084], [40.574233, -3.585363], [40.432341, -3.733237], [40.631187, -3.863055]]",2399,200448
c7d9352d-7986-4115-8a01-ed83b6989adc,"[[40.363188, -3.641904], [40.344074, -3.689795], [40.611142, -3.67225], [40.497988, -3.639084]]",2776,253770
ce00a9d3-3afe-4bad-803d-2bbd0f616e6d,"[[40.635487, -3.674469], [40.497662, -3.7678089999999997], [40.555561, -3.643356], [40.463165, -3.7195300000000002]]",3633,240625
d7030187-ceb5-4878-a574-8152ccd9f6be,"[[40.448504, -3.804521], [40.355134, -3.847039], [40.540335999999996, -3.5943709999999998], [40.436805, -3.760604]]",1308,405035
e4590e6c-107c-46f3-be23-3f382ac1e476,"[[40.346261, -3.879755], [40.542806, -3.6172139999999997], [40.375923, -3.675752], [40.623494, -3.605608]]",3435,229800
2281aa55-6c1a-40f2-b649-7621deab32c4,"[[40.448178, -3.610149], [40.46263, -3.669627], [40.487954, -3.779734], [40.409597, -3.771365]]",642,498751
935a0e88-bfd3-4f3d-add9-5cadfa1a3223,"[[40.619405, -3.556901], [40.557478, -3.624912], [40.635095, -3.560403], [40.406271, -3.623294]]",3010,97746
b5a58e9e-b09e-41ec-9d46-16dd270fcfe7,"[[40.558909, -3.882269], [40.445298, -3.830818], [40.547454, -3.701137], [40.590188, -3.732818]]",2628,287027
bb65cbb1-3a37-4bab-8cbe-c7a52c91ddbf,"[[40.540541, -3.567551], [40.386135, -3.572879], [40.476693, -3.800352], [40.57986, -3.635554]]",623,298788
632900c6-83ce-4298-9166-48bd0baab27a,"[[40.54449, -3.591565], [40.31509, -3.764537], [40.443969, -3.612447], [40.452774, -3.79258]]",3429,267233
e6e47e06-6c33-49ca-8870-5fd3b79fe580,"[[40.47432, -3.7194700000000003], [40.353316, -3.714149], [40.628944, -3.648428], [40.34469, -3.753953]]",1155,183772
ffd6c215-ee54-4536-9986-ba6a9e134dc4,"[[40.412116, -3.842648], [40.590919, -3.86391], [40.615348, -3.727061], [40.448351, -3.623401]]",1265,93640
f81044b8-1e8f-4be6-aefa-09d91b916431,"[[40.591026, -3.774012], [40.511758, -3.8461], [40.400594, -3.705031], [40.346188, -3.734395]]",4825,168422
8fbaa153-55f3-41aa-a95a-ad5416c59061,"[[40.55908, -3.668155], [40.363238, -3.760614], [40.333594, -3.877617], [40.477779, -3.855068]]",1668,422315
fc7a2532-7df2-4276-84cd-2f7a5195c1c7,"[[40.422157, -3.604247], [40.321942, -3.806621], [40.432416, -3.644614], [40.615118, -3.678727]]",4813,294657
d768ddc1-7539-4dea-8cfd-3854e681e84a,"[[40.3636, -3.777413], [40.358559, -3.749023], [40.47875, -3.871558], [40.334, -3.6175100000000002]]",2744,371384
ccc984de-eca0-4554-af46-4aaa5ee0d0e3,"[[40.344655, -3.801779], [40.37858, -3.603622], [40.521574, -3.730847], [40.613993, -3.678638]]",2797,493816
28cfb943-9c2b-407e-8ec2-33ddc7df8969,"[[40.473094, -3.825945], [40.322815, -3.789938], [40.561898, -3.674968], [40.516881, -3.725069]]",1698,204674
b0dee9c5-4d93-4fe0-ad30-4cdfb86427b7,"[[40.457816, -3.708523], [40.596287, -3.6784], [40.610381, -3.854795], [40.63635, -3.596015]]",741,64964
f59425d6-fe48-4f35-a362-52b38228ee7d,"[[40.406548, -3.783254], [40.608715, -3.719615], [40.441262, -3.616629], [40.577298, -3.584102]]",1561,273551
039e52f0-fd2a-4036-ad86-b106e5af0b08,"[[40.508329, -3.743891], [40.362301, -3.724914], [40.389624, -3.671573], [40.354377, -3.632265]]",1645,470553
8c013d3e-b3f7-419e-9c2f-c5181acedc78,"[[40.533477, -3.668355], [40.388688, -3.875126], [40.594058, -3.647035], [40.40923, -3.588008]]",880,456064
42561b6d-facd-4628-93e2-f41e6e6c8c49,"[[40.405657, -3.839089], [40.640704, -3.856639], [40.600925, -3.581109], [40.546915, -3.865427]]",1745,103880
e620f461-0e36-492c-a5f1-fe2e9b1d9014,"[[40.354281, -3.749323], [40.514952, -3.726496], [40.414578, -3.614504], [40.458116, -3.740118]]",1281,162260
4bb6d44f-faf4-457c-9cd4-f8f9a1effc82,"[[40.634295, -3.574479], [40.470975, -3.721805], [40.613099, -3.568379], [40.425887, -3.811906]]",3161,102461
74f5e969-ee7f-49f7-a823-bce93fbdb96f,"[[40.3949, -3.634116], [40.450412, -3.650407], [40.370034, -3.779818], [40.623874, -3.780378]]",1834,270025
7e459fca-d415-4385-9abc-9f17680b4559,"[[40.33936, -3.666394], [40.330682, -3.5580220000000002], [40.617158, -3.6157880000000002], [40.525475, -3.877416]]",1739,232456
d456e398-5034-48db-9e25-9eaeb4766af9,"[[40.510098, -3.884222], [40.423488, -3.649115], [40.375329, -3.564819], [40.515459, -3.610954]]",1721,73415
ea700f1b-e26b-4dd7-9322-3b461d0bfccc,"[[40.472318, -3.793496], [40.631721, -3.632742], [40.470022, -3.810309], [40.333094, -3.6864689999999998]]",1528,82091
6c47d052-9226-4131-bc2d-d4b1dd326208,"[[40.512793, -3.86898], [40.34658, -3.85905], [40.610546, -3.558293], [40.591273, -3.844688]]",3813,105366
76f20687-4fac-4e69-967c-042316274661,"[[40.395936, -3.753501], [40.588386, -3.728109], [40.366167, -3.636525], [40.488783, -3.591077]]",1441,255313
e5c97cd5-4d6e-42ef-9ef6-1a50605b9ae7,"[[40.44424, -3.705958], [40.370028, -3.809059], [40.575468, -3.886367], [40.634842, -3.651103]]",3051,160371
15bdbf9d-0432-4e0e-a74c-9e9f76d1727a,"[[40.399105, -3.6978109999999997], [40.591958, -3.767439], [40.642808, -3.757964], [40.639453, -3.588515]]",3371,389956
5f0b0edd-1c76-46ba-9d27-2c51a2ba676c,"[[40.635319, -3.6413219999999997], [40.570078, -3.852741], [40.634348, -3.732614], [40.356693, -3.8747100000000003]]",4245,334164
e27f878f-2c95-40e3-8049-1d35e90eb562,"[[40.324646, -3.648819], [40.608963, -3.635894], [40.384769, -3.839026], [40.522671, -3.678624]]",3797,257131
8a234841-ffe7-4d0a-8cf2-5d8c2d854c7d,"[[40.360438, -3.740832], [40.377601, -3.56128], [40.440182, -3.778716], [40.599712, -3.788298]]",3338,455826
9d2d7cfa-39b7-40c5-9da3-aa391e38084c,"[[40.488312, -3.870141], [40.611666, -3.715121], [40.480567, -3.706641], [40.396032, -3.799602]]",1067,201373
5374975b-ffa0-4dac-8f56-3fd17743afc3,"[[40.631651, -3.563269], [40.398787, -3.72329], [40.336365, -3.804223], [40.390725, -3.625349]]",3297,84266
8b48519e-d3e6-481f-a840-55b097820f06,"[[40.377942, -3.612754], [40.543317, -3.864547], [40.523853, -3.807347], [40.627203, -3.8777049999999997]]",4910,98989
17e20a06-f5ad-427d-8c0f-308103a58b99,"[[40.530908, -3.795604], [40.437265, -3.579935], [40.399773, -3.684686], [40.412428, -3.706825]]",3382,182291
c1d5a697-894b-4824-be26-69299cd36288,"[[40.428363, -3.570589], [40.59322, -3.726476], [40.615046, -3.704532], [40.630818, -3.567517]]",3042,125346
c495d795-cfb2-441c-8c0a-829cb81ad83a,"[[40.369476, -3.842428], [40.373463, -3.660234], [40.456672, -3.782537], [40.584972, -3.870074]]",3797,478988
3f193d09-ea74-4b6e-90a1-1818cb38de2a,"[[40.354532, -3.8095], [40.560488, -3.835139], [40.606463, -3.701866], [40.518312, -3.642327]]",2400,499294
aa1b5539-433f-4934-9d59-fcf1c9874c7d,"[[40.42311, -3.708417], [40.487274, -3.664545], [40.335063, -3.7609339999999998], [40.322737, -3.618201]]",3339,158845
55ee14e4-0017-40a7-9371-9e5079f05116,"[[40.630343, -3.801824], [40.600758, -3.629817], [40.565136, -3.583422], [40.404231, -3.877552]]",3177,94266
550b4f04-472e-429c-941d-27d7cab45d18,"[[40.451957, -3.757753], [40.554259, -3.858897], [40.379646, -3.59531], [40.536706, -3.693672]]",688,218378
11bd4bd7-8487-47f9-877e-028ac43faebd,"[[40.614877, -3.700253], [40.568493, -3.887195], [40.618172, -3.620776], [40.347418, -3.6108089999999997]]",4889,357549
373a1a20-bd84-4d5f-afd4-b43412e924b1,"[[40.503206, -3.667052], [40.518635, -3.802228], [40.608608, -3.73545], [40.483037, -3.8014200000000002]]",624,191749
dea8dd41-95e9-46ff-a1f6-aeafecdda762,"[[40.419519, -3.737066], [40.552939, -3.717912], [40.363022, -3.6039820000000002], [40.377692, -3.593716]]",2941,192850
5f85bb35-14b8-4046-b523-05d44420c967,"[[40.491524, -3.719507], [40.326352, -3.780741], [40.560228, -3.711554], [40.358657, -3.885199]]",4885,252399
7f2559ff-5ecf-4061-a3a9-9394529862f6,"[[40.33645, -3.7861089999999997], [40.404971, -3.557535], [40.564414, -3.669923], [40.355679, -3.885642]]",3044,436689
4f4329f7-f8d6-4ab2-8522-77a53b3594cd,"[[40.343706, -3.765302], [40.359392, -3.885888], [40.64246, -3.762443], [40.499635, -3.738836]]",3329,197895
4b24fabc-ec47-430a-9ea0-7bc6ab71c5bf,"[[40.45789, -3.556545], [40.56057, -3.812119], [40.413698, -3.668277], [40.434388, -3.770074]]",4205,317787
febc288c-a97a-4f41-abf6-8aa4cb19a7aa,"[[40.351492, -3.81974], [40.58074, -3.625988], [40.502755, -3.875123], [40.371091, -3.810918]]",3215,203965
a6796e84-2128-474b-9089-1fbdcdb8c194,"[[40.584583, -3.851352], [40.409177, -3.6827360000000002], [40.562084, -3.838567], [40.581113, -3.792672]]",2800,457448
46b069af-255e-4154-bcc3-b9eabd81b09a,"[[40.358015, -3.618639], [40.591889, -3.7137409999999997], [40.475697, -3.679012], [40.338177, -3.565696]]",2002,373866
f98d120e-85b7-41b0-b7f4-423450b13b81,"[[40.488727, -3.630415], [40.545061, -3.702772], [40.352337, -3.59859], [40.55914, -3.638865]]",3911,111648
562b350b-c367-49f2-98d9-0245d6b95723,"[[40.474648, -3.67368], [40.45086, -3.5687800000000003], [40.356344, -3.7954179999999997], [40.505617, -3.6095990000000002]]",3260,392959
4500f30c-a967-45fa-bc1b-a361d1cd89fa,"[[40.515483, -3.72668], [40.452951, -3.706679], [40.332711, -3.614307], [40.358865, -3.635916]]",1383,376338
c9644266-fda5-4c0f-aaf6-9286e875bfd2,"[[40.526752, -3.575377], [40.403369, -3.581132], [40.553508, -3.780255], [40.368703, -3.859635]]",789,421891
16f1bf3a-404e-4ca8-b362-cc5919fb13e6,"[[40.331749, -3.59849], [40.380728, -3.64208], [40.389786, -3.748305], [40.46147, -3.56393]]",1849,229125
0c3d8a45-7682-436a-8d71-0b6a7b8a12ff,"[[40.453428, -3.714208], [40.546888, -3.576771], [40.476186, -3.8702900000000002], [40.524433, -3.673354]]",3927,496076
b672006e-56b9-4faa-8e2b-5d9b440c2bb6,"[[40.543977, -3.738616], [40.47734, -3.850194], [40.34105, -3.794168], [40.524669, -3.658818]]",2098,261901
c70afc4b-56ad-46d9-b8c6-2ae70e88740e,"[[40.427736, -3.793127], [40.48824, -3.74637], [40.379301, -3.73532], [40.390227, -3.886679]]",2841,135981
9a0d5928-6d0c-4517-a1d0-5879623adea0,"[[40.313187, -3.658724], [40.507939, -3.706384], [40.448703, -3.625063], [40.314549, -3.668171]]",4002,204746
8055c2c7-be28-40e1-bb37-45ab6a0ece82,"[[40.586997, -3.846893], [40.420062, -3.611071], [40.609003, -3.779931], [40.332128, -3.623284]]",2120,374691
a03ca396-b072-4795-a27c-af7b1a8b73b4,"[[40.510969, -3.673032], [40.322704, -3.6193239999999998], [40.532986, -3.749161], [40.436569, -3.73173]]",2832,394684
e70b450d-708c-4fbf-907c-af9746307759,"[[40.467747, -3.653222], [40.5041, -3.814412], [40.413762, -3.636087], [40.417055, -3.573339]]",4782,218592
cb06f40c-cf35-451a-9b6d-100244a42544,"[[40.600446, -3.791471], [40.634566, -3.820666], [40.595179, -3.70983], [40.39899, -3.612815]]",1628,94588
bf6c2e3b-b3c4-40aa-9ca9-6ea8aa8d1d58,"[[40.562602, -3.8496129999999997], [40.481548, -3.732197], [40.553737, -3.81008], [40.600146, -3.798259]]",3223,491904
85c3cbe9-eacb-43ba-9844-0f8d177db31e,"[[40.533863, -3.739239], [40.485855, -3.709446], [40.431953, -3.736802], [40.499355, -3.637492]]",1609,260139
e9e731cb-a88d-4564-9f70-be16ea5674d4,"[[40.467561, -3.793002], [40.412797, -3.885089], [40.414113, -3.642213], [40.441213, -3.8241389999999997]]",977,495479
212f1127-013b-4945-a919-45f21bdd4b37,"[[40.473702, -3.600286], [40.33902, -3.736462], [40.544891, -3.583535], [40.564108, -3.578817]]",3920,293019
94a0a718-fa62-44f1-841b-84dfc475ccf6,"[[40.368503, -3.631724], [40.519752, -3.887269], [40.625692, -3.598343], [40.433093, -3.80429]]",4490,214450
