ID_Vivienda,Coordenadas,Fecha_Compra,Fecha_Venta,Precio_Compra (€),Precio_Venta (€),Superficie (m²),Habitaciones,Baños,Tipo,Distrito
f4f4af81-d5a7-4a72-a65a-3114e2c26b5f,"40.575855, -3.652025",2015-03-31,2022-04-17,448603,965226,112,2,1,Chalet,Centro
ba9c742b-53f9-462c-b7c2-ce2bd1235c4c,"40.355309, -3.856412",2017-04-03,2023-03-04,805016,791260,128,2,1,Apartamento,Arganzuela
2f9757d6-6d16-441b-8150-196da1387c91,"40.521757, -3.716246",2016-11-01,2023-11-24,541050,106617,88,2,1,Apartamento,San Blas-Canillejas
2ea12fcc-4446-4b85-8f82-a41d6a0f99d6,"40.402003, -3.69252",2016-05-07,2022-10-03,462238,401326,129,1,1,Apartamento,Salamanca
751291cd-2cc5-4592-8883-c1144a187af1,"40.539722, -3.877823",2019-05-24,2021-02-18,419716,654895,52,2,3,Apartamento,Barajas
1449e9ae-a025-4203-9c75-f80180866c5a,"40.632374, -3.700506",2019-08-18,2020-07-27,211065,858235,168,3,1,Chalet,Chamberí
6273bec4-c468-4562-9d27-b91210b4caa0,"40.357201, -3.719875",2018-07-10,2024-09-09,728493,947176,43,2,3,Apartamento,Barajas
f673b203-9b3f-41ed-99c8-d388608948bb,"40.546952, -3.879795",2017-11-23,2021-09-26,633197,750598,34,4,2,Chalet,Hortaleza
00389633-fd2f-40c7-9dde-6a17f66774e2,"40.323378, -3.589233",2016-04-24,2021-04-08,142761,749736,36,5,2,Dúplex,Vicálvaro
b38a9e6c-02b5-4285-b8fc-3de09819e0dc,"40.35495, -3.602416",2016-10-10,2020-09-12,931939,266599,32,1,2,Piso,Centro
ad3922b3-77aa-428e-8cec-8c8a9a88b9be,"40.359909, -3.786056",2017-05-16,2021-05-14,950440,965280,58,4,3,Apartamento,Chamberí
ad4af7c0-0053-462d-9425-f76956e2a545,"40.467031, -3.712122",2018-04-22,2023-02-08,695075,462239,128,1,2,Piso,Chamberí
31e3ead3-5b03-49e9-969a-2ef16976a723,"40.63629, -3.569902",2019-09-28,2021-11-09,406430,499997,188,4,1,Dúplex,Villa de Vallecas
deb4d478-e2a6-4bcb-99e5-9d9a4320b301,"40.577, -3.81903",2019-06-30,2024-06-28,373477,318395,43,4,2,Chalet,Puente de Vallecas
8f16f9f4-8edb-41d9-802f-18b2d87284f1,"40.566832, -3.58609",2016-10-12,2023-08-29,862244,443649,108,2,2,Chalet,Chamartín
ce55d571-2c3d-4080-be80-46f7691637b1,"40.324935, -3.807584",2015-07-23,2020-06-17,366494,515966,49,2,1,Dúplex,Ciudad Lineal
98bc6558-c6e1-4009-8b2a-2e3e3d584a79,"40.606647, -3.598098",2017-04-27,2021-05-06,173092,119136,53,1,1,Ático,Villaverde
a337db3f-a9c3-4546-bb97-7b0ed7afd4f9,"40.31707, -3.746689",2016-07-23,2023-10-30,511771,447679,105,3,1,Chalet,Vicálvaro
736a941e-22fd-4e7f-9c50-c0c9fc53dd69,"40.510291, -3.736958",2017-05-05,2020-07-21,496774,699686,114,4,2,Ático,Centro
d3634af3-0901-4a71-bcf6-c75e323bdc0a,"40.450449, -3.855491",2018-11-24,2023-01-02,543424,100638,172,1,2,Apartamento,Ciudad Lineal
e186767b-d144-4230-9a6d-92c658be62bd,"40.327036, -3.844964",2019-01-12,2023-09-25,161648,251525,66,5,3,Chalet,Barajas
0cd979c7-1092-422e-908f-6e8628b47c0a,"40.539793, -3.619985",2018-03-31,2024-01-19,672769,671740,100,5,3,Piso,Villa de Vallecas
1ecc53c6-5f38-4246-9339-1c5584f3e7d4,"40.629545, -3.681434",2016-05-31,2021-08-01,784875,586502,120,1,3,Dúplex,Villa de Vallecas
96c93800-016c-4470-88ce-1bac71ddc876,"40.44531, -3.680275",2017-03-21,2023-06-10,921620,501315,64,1,1,Ático,Chamartín
8f755664-52e6-4054-bd59-b763f2d7321e,"40.535524, -3.828611",2018-05-10,2020-12-06,810927,173189,158,2,3,Apartamento,Fuencarral-El Pardo
a34074c0-fc4b-4ec3-929f-c7de0668b6ba,"40.449471, -3.839369",2018-07-16,2020-01-14,611581,375401,46,3,3,Chalet,Vicálvaro
c82788c6-82ef-4f0e-b988-bc5053f5a641,"40.580085, -3.816285",2015-05-29,2020-03-11,123308,520909,177,2,2,Dúplex,Villaverde
a5b9e0d0-b50d-40f3-a696-9193300379b7,"40.333995, -3.81035",2016-06-27,2020-11-21,633484,924783,98,1,3,Apartamento,Villaverde
697a9db9-a2c8-4fb7-99b3-1f6b46728ad0,"40.477456, -3.652867",2015-06-05,2024-05-06,306050,738482,37,1,1,Ático,Arganzuela
106c8b89-9c50-4466-99f0-d7a3979f875f,"40.520166, -3.673876",2018-07-26,2021-07-20,487696,498039,157,1,1,Piso,Chamberí
6c92c032-82f6-41db-869e-b53abc096e2c,"40.339698, -3.803329",2017-06-18,2020-08-24,187864,256567,100,5,1,Piso,Ciudad Lineal
d556ab19-8a42-4ac2-953d-0f106fe4d126,"40.370316, -3.846518",2016-02-03,2024-09-09,308671,901563,157,1,1,Ático,Carabanchel
834ead74-d281-4b8d-9fa0-b110b7a24cc8,"40.324236, -3.853569",2016-03-10,2021-12-24,435946,588401,187,2,2,Chalet,Vicálvaro
fbb6ca3d-2641-47c2-9bf8-1c56f51e2ae4,"40.499242, -3.657479",2015-01-23,2020-02-18,396462,860038,55,1,2,Piso,Centro
cc0f09de-0c56-442a-b7da-3adbaeb1b7f2,"40.349002, -3.58563",2019-08-18,2023-12-23,321793,785488,188,4,2,Dúplex,Chamberí
f6ab9dd2-4ec0-4a6d-9f0b-5752f24f6f82,"40.426321, -3.642647",2017-05-17,2024-07-28,449573,419834,128,4,3,Apartamento,Arganzuela
68f0193e-b379-4015-ab52-07e9139db93e,"40.588853, -3.609837",2019-11-22,2020-12-19,121310,475795,125,4,1,Apartamento,Chamberí
5bdf796f-0c83-4371-9fb0-cb006faa0562,"40.622918, -3.584992",2018-10-23,2024-01-02,938630,113114,94,1,1,Piso,San Blas-Canillejas
6360b4c3-1b74-482e-8240-09c8f83ae9df,"40.583413, -3.60151",2015-06-17,2020-05-31,427109,513675,70,4,3,Piso,Chamartín
917f1193-9d34-47b6-8b6c-693e3940108e,"40.455023, -3.884152",2016-01-31,2020-01-13,559365,781415,42,5,1,Ático,Tetuán
99368a1f-92e9-4fd0-82bb-8cd0dc78ba7c,"40.500242, -3.674731",2015-07-02,2023-04-28,585284,155028,200,2,3,Piso,Puente de Vallecas
a89da299-a1ee-459b-b1b4-182689805cd3,"40.425081, -3.887454",2016-03-17,2024-09-10,901213,940826,43,2,1,Dúplex,Hortaleza
5a63a2e9-88fc-4565-88e6-040047536415,"40.43273, -3.664041",2014-12-26,2020-09-07,148799,658080,70,3,2,Ático,Chamartín
8250effa-092b-4c4f-9762-0a18d236733d,"40.459196, -3.83265",2017-11-03,2021-03-03,206612,846418,195,2,1,Apartamento,Puente de Vallecas
e87e23d7-e98f-47bf-ba44-ddfd7310d627,"40.639053, -3.772985",2015-08-23,2020-07-03,728180,809537,118,1,1,Piso,Chamartín
17d16759-913d-4033-a9e9-a3e938bd7cf9,"40.32854, -3.589013",2015-05-11,2020-11-21,559354,626299,76,3,2,Chalet,San Blas-Canillejas
2190fc19-d0b3-4de0-9e0c-e5e9f96f54ad,"40.438614, -3.836003",2018-03-21,2020-08-24,941972,597781,80,2,1,Apartamento,Puente de Vallecas
7438aac4-9344-451b-8c59-81862910ba91,"40.42502, -3.668191",2016-08-30,2022-11-04,814763,652032,113,3,2,Dúplex,Retiro
3811672a-e6b7-4415-9b35-721be6a9dea4,"40.372069, -3.609762",2018-08-04,2023-03-27,582020,864855,149,1,2,Ático,Retiro
977807e1-b274-4fb7-9cec-3eccaf6ebe8a,"40.362383, -3.79666",2019-03-21,2021-09-10,859434,916174,55,4,2,Apartamento,Tetuán
2931a23c-b32c-4fc8-a49b-bfed70dff231,"40.622853, -3.621975",2016-01-02,2020-11-13,475755,673855,53,4,2,Dúplex,Villa de Vallecas
201310d1-2034-44c9-929b-7fadfaae1544,"40.634556, -3.64588",2019-02-28,2023-06-13,255232,369226,145,5,2,Ático,Chamberí
9a8bd494-3001-4b51-9bcd-80e4ac835ddd,"40.590924, -3.827929",2019-09-16,2021-07-05,671282,768123,155,1,2,Piso,Tetuán
d0a831f5-8b3d-4bd5-9488-a78280f497ad,"40.436278, -3.604184",2019-05-05,2021-01-30,925054,558427,143,1,2,Chalet,Moratalaz
194f7c00-929e-450a-a2d2-14bf2aad3011,"40.402707, -3.593603",2017-08-25,2023-03-07,892353,430095,49,3,3,Dúplex,Ciudad Lineal
540fd0b7-a0a5-4b3f-8414-27dc2f7b6c39,"40.481993, -3.854051",2018-02-17,2023-08-19,358760,321114,39,5,2,Apartamento,Latina
080fe3e0-7a15-431d-8222-183b96f360f2,"40.490997, -3.795075",2015-12-21,2020-09-29,755936,577790,195,3,3,Apartamento,Carabanchel
bf83e0b5-8b89-4010-9fc0-7dc6fd6a871f,"40.570229, -3.728706",2019-04-15,2022-05-04,344924,103597,53,4,2,Chalet,Chamberí
df8233fe-14b7-45a5-8fff-3d10233e673d,"40.443019, -3.838899",2016-10-06,2021-11-25,709028,368163,137,1,2,Apartamento,Chamartín
40d31522-6e9c-4674-a5d7-a2ff2e698490,"40.422621, -3.711628",2017-06-26,2022-03-10,514424,890758,166,2,1,Dúplex,Hortaleza
c389101c-6691-4705-a7cd-b0a05f9d283d,"40.524553, -3.779128",2016-10-02,2021-07-16,806302,699433,61,1,3,Apartamento,Usera
e4e0dd44-49ad-4ad0-be51-553094a8f12b,"40.541099, -3.646306",2018-07-18,2021-05-17,374781,547562,47,5,3,Dúplex,Usera
1ecb60bb-d17d-454a-85de-a8559b9b5afa,"40.380174, -3.736903",2018-01-18,2021-12-23,572384,260990,44,3,2,Chalet,Arganzuela
52a5b67d-4c9a-427b-9296-64cf768cdbe5,"40.397067, -3.720667",2017-07-06,2023-03-12,824330,489804,156,5,2,Chalet,Puente de Vallecas
5c7316bc-a09f-4dc3-9105-3c5984822d54,"40.52427, -3.800007",2016-10-13,2022-12-31,384178,610938,116,4,3,Apartamento,Moratalaz
40ce2df2-e99e-413b-9773-f175191020c1,"40.338343, -3.775234",2018-10-03,2024-06-23,706487,979128,79,5,1,Dúplex,Hortaleza
aeec600f-30bd-449f-aa52-db59dfcab529,"40.627147, -3.597603",2018-12-30,2023-11-05,487229,882409,142,5,1,Chalet,Ciudad Lineal
75460ad0-0c51-468a-9d74-04ee07457a9f,"40.563974, -3.771747",2018-05-07,2023-09-11,846839,937125,85,1,2,Apartamento,Arganzuela
1c0370f5-0108-45c8-b7d2-b95c0a58a3f6,"40.43413, -3.727541",2017-11-09,2022-01-16,495741,851605,141,1,2,Ático,Vicálvaro
105afec3-470f-4381-8683-09c24a5a0295,"40.490492, -3.642317",2016-07-17,2024-06-29,840011,339617,93,4,1,Chalet,Chamberí
6b08e23a-6a26-4fee-9304-83b87bc20036,"40.548018, -3.836998",2017-06-04,2022-01-09,759633,783863,81,2,3,Apartamento,Barajas
d0e51a34-7c95-47db-bbd2-d882cc7d6960,"40.504945, -3.750388",2019-03-05,2023-10-12,327555,524540,71,4,3,Apartamento,Centro
d2fc3090-8118-4f79-8c0f-ad8ffc94d195,"40.451954, -3.760585",2016-06-22,2024-04-24,461106,574672,130,2,1,Piso,Salamanca
3a80bc9c-48ec-4f2c-8d06-c966188d61cf,"40.454587, -3.649861",2019-02-08,2020-05-14,339467,347577,172,1,1,Chalet,Latina
a5ff05d1-086c-419b-931b-e664b1d9691d,"40.52387, -3.681454",2016-07-25,2024-03-19,994368,298392,113,1,2,Dúplex,Arganzuela
1951aa22-2022-43f1-ba8d-2bac948aa588,"40.52417, -3.801702",2016-01-20,2022-04-17,956398,737145,151,5,3,Apartamento,Villaverde
91c5e239-2871-406d-9b12-f5c2a8be7f82,"40.418525, -3.591263",2015-09-30,2020-03-10,544650,240625,145,3,1,Dúplex,Barajas
a9d38b21-9540-449d-9c9a-006ff85ced94,"40.318544, -3.675682",2019-06-05,2022-07-02,921963,870022,80,4,2,Chalet,Usera
607d9302-a0c6-4628-b278-7ab597b55bb3,"40.346139, -3.56052",2017-02-24,2024-02-07,834983,165536,114,2,2,Ático,Ciudad Lineal
2398a3e1-61d2-4fb6-8fbc-e4932cb4bbb3,"40.361995, -3.806969",2017-09-25,2022-01-02,483232,828745,127,5,3,Dúplex,Tetuán
d857bdef-316d-4f00-b9b4-c90a3a5203f7,"40.546627, -3.840726",2016-12-13,2021-08-29,909923,369909,195,4,2,Apartamento,Villa de Vallecas
c92d8c9c-980e-4688-a86d-26f952536edd,"40.501801, -3.737921",2019-01-04,2024-02-06,525257,458041,46,5,2,Piso,Tetuán
07d31dbf-df6a-4d3b-9190-6c1f7c10e43e,"40.544478, -3.573793",2017-11-13,2021-06-09,513503,818136,198,2,1,Piso,Arganzuela
009798a4-0b39-4f91-81be-5914f2493a4b,"40.570607, -3.590592",2015-12-23,2020-08-20,571043,365951,88,1,1,Dúplex,Moncloa-Aravaca
26abfc85-0805-4b1c-8082-cc507300e4f6,"40.469376, -3.740134",2016-09-08,2024-05-02,371118,498597,70,4,3,Piso,Villaverde
b0cddc95-bfe9-4d9e-9c4a-cf98e97d4c94,"40.495204, -3.74941",2015-05-13,2023-08-28,762086,714244,158,4,3,Apartamento,Villa de Vallecas
f692b671-82dd-401b-8229-7e5cc15e7ed1,"40.56663, -3.822232",2017-11-08,2020-08-17,847918,619075,121,3,2,Piso,Usera
d1e96b90-b7d3-4f9f-9e90-9b21bb211785,"40.616807, -3.750043",2018-08-30,2020-10-06,464922,236616,108,2,1,Apartamento,Villa de Vallecas
